City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
338,Bonthe,SL,7.5264,-12.505,76.71,84,100,3.31,Clouds
339,High Level,CA,58.5169,-117.136,19.51,100,20,2.3,Clouds
340,Pacific Grove,US,36.6177,-121.9166,59.02,94,90,1.01,Mist
341,Meulaboh,ID,4.1363,96.1285,77.59,84,92,2.1,Clouds
342,San Patricio,US,28.017,-97.5169,70.52,24,0,4.94,Clear
343,Santa Cruz,BO,-17.8,-63.1667,89.65,58,75,11.5,Clouds
344,Sohbatpur,PK,28.5202,68.5434,78.26,14,0,3.18,Clear
345,Balkanabat,TM,39.5108,54.3671,59.76,47,93,4.05,Clouds
346,Avera,US,33.194,-82.5271,62.71,64,63,13.04,Clouds
347,Sainte-Suzanne,RE,-20.9061,55.6089,75.42,81,0,13.8,Clear
348,Pathanamthitta,IN,9.2667,76.7833,75.07,98,100,2.19,Rain
349,Chai Nat,TH,15.1167,100.1,76.59,91,92,3.24,Rain
350,Gondanglegi,ID,-7.7479,112.0132,77.49,90,100,7.18,Clouds
351,Kontagora,NG,10.3999,5.4695,93.6,23,54,3.62,Clouds
352,Kabalo,CD,-6.05,26.9167,86.45,52,76,7.49,Clouds
353,Kutum,SD,14.2,24.6667,87.48,11,11,6.71,Clouds
354,Buraydah,SA,26.326,43.975,86.45,18,0,8.72,Clear
355,Pasighat,IN,28.0667,95.3333,67.68,71,3,4.09,Clear
356,Yining,CN,29.0361,114.5636,60.98,78,21,1.99,Clouds
357,Shingu,JP,33.7333,135.9833,61.21,86,100,4.94,Clouds
358,Baragua,CU,21.6967,-78.6328,80.04,82,100,8.79,Clouds
359,Honiara,SB,-9.4333,159.95,78.22,87,47,6.58,Clouds
360,Nambucca Heads,AU,-30.65,153.0,64.17,92,95,11.43,Clouds
361,Caimito,CO,8.8123,-75.4107,80.76,79,96,3.33,Clouds
362,Carora,VE,10.1755,-70.0827,84.58,57,80,4.0,Clouds
363,Havoysund,NO,70.9963,24.6622,38.28,69,70,3.15,Clouds
364,Coihaique,CL,-45.5752,-72.0662,52.41,50,20,4.61,Clouds
365,Marihatag,PH,8.7936,126.2969,77.74,89,100,5.37,Clouds
366,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,87,0,5.75,Clear
367,Bonavista,CA,48.6499,-53.1147,51.12,69,20,9.95,Clouds
368,Coquimbo,CL,-29.9533,-71.3436,56.93,88,90,11.5,Clouds
369,Teguldet,RU,57.3064,88.1667,25.63,59,68,10.02,Clouds
370,Tabuk,PH,17.4189,121.4443,71.91,89,49,4.5,Clouds
371,Conde,BR,-7.2597,-34.9075,87.26,45,20,14.97,Clouds
372,Imbituba,BR,-28.24,-48.6703,69.69,95,100,11.72,Rain
373,Gogrial,SS,8.5332,28.1004,85.42,47,97,0.43,Clouds
374,Sinnamary,GF,5.3833,-52.95,81.3,80,87,7.87,Clouds
375,San Ignacio,BZ,17.1561,-89.0714,73.54,88,0,4.61,Clear
376,Ewa Beach,US,21.3156,-158.0072,72.7,84,1,0.0,Clear
377,Gat,IL,31.61,34.7642,78.4,61,64,7.47,Clouds
378,Eugene,US,44.0521,-123.0867,45.27,94,75,1.99,Clouds
379,Shatki,RU,55.1887,44.1249,48.99,91,10,10.42,Clear
380,Merauke,ID,-8.4667,140.3333,80.08,82,57,10.85,Clouds
381,Awjilah,LY,29.1081,21.2869,80.28,27,8,10.78,Clear
382,Saint-Augustin,CA,51.226,-58.6502,49.51,32,8,3.85,Clear
383,Aykhal,RU,66.0,111.5,11.21,99,100,6.62,Clouds
384,Juba,SS,4.8517,31.5825,76.51,72,100,10.47,Rain
385,Duldurga,RU,50.6761,113.5931,24.53,40,3,3.13,Clear
386,Cockburn Town,TC,21.4612,-71.1419,84.16,65,40,11.5,Clouds
387,Metro,ID,-5.1131,105.3067,77.76,87,78,3.94,Clouds
388,Wilmington,US,34.2257,-77.9447,64.94,64,1,9.22,Clear
389,Varkkallai,IN,8.7341,76.7067,78.58,90,100,5.39,Clouds
390,Nosy Varika,MG,-20.5833,48.5333,72.37,80,58,5.66,Clouds
391,Todos Santos,MX,23.45,-110.2167,79.02,68,4,3.8,Clear
392,Airai,TL,-8.9266,125.4092,63.68,90,99,1.01,Clouds
393,Kurchum,KZ,48.5722,83.6542,46.47,56,100,4.03,Clouds
394,Axim,GH,4.8699,-2.2405,82.51,74,79,9.13,Clouds
395,Port Hedland,AU,-20.3167,118.5667,71.65,88,0,6.91,Clear
396,Urumqi,CN,43.801,87.6005,47.35,53,0,2.24,Clear
397,Bubaque,GW,11.2833,-15.8333,74.7,90,100,2.57,Rain
398,Yar-Sale,RU,66.8333,70.8333,10.96,89,100,18.21,Clouds
399,Tazovskiy,RU,67.4667,78.7,16.11,95,100,12.17,Snow
400,Zempoala,MX,19.45,-96.4167,79.92,57,17,2.33,Clouds
401,Bikin,RU,46.8161,134.26,40.62,74,100,0.92,Clouds
402,Luanda,AO,-8.8368,13.2343,80.6,74,75,11.5,Rain
403,Gigmoto,PH,13.7796,124.39,81.45,70,90,13.56,Clouds
404,Wonopringgo,ID,-6.9833,109.6167,78.94,87,100,3.09,Clouds
405,Kloulklubed,PW,7.0419,134.2556,79.3,79,100,13.2,Rain
406,San Joaquin,US,37.9333,-121.3011,60.13,95,1,0.0,Clear
407,Tenenkou,ML,14.4572,-4.9169,97.66,19,100,4.54,Clouds
408,Nador,MA,35.174,-2.9287,80.67,43,0,11.5,Clear
409,Taltal,CL,-25.4,-70.4833,67.08,62,16,4.63,Clouds
410,Belmonte,BR,-15.8631,-38.8828,82.4,74,82,6.87,Clouds
411,Hasaki,JP,35.7333,140.8333,55.8,57,51,8.1,Clouds
412,Pilar,BR,-9.5972,-35.9567,85.93,47,58,8.99,Clouds
413,Ostrovnoy,RU,68.0531,39.5131,30.27,83,95,8.99,Clouds
414,Utkivka,UA,49.7858,36.0753,48.81,61,1,4.79,Clear
415,Yerbogachen,RU,61.2767,108.0108,32.7,79,100,10.87,Clouds
416,Atherton,GB,53.5237,-2.4935,55.54,72,5,4.0,Clear
417,Chifeng,CN,42.2683,118.9636,40.06,81,100,14.83,Clouds
418,Sao Miguel Do Tapuio,BR,-5.5036,-41.3233,91.0,35,88,1.92,Clouds
419,Luwingu,ZM,-10.2621,29.9271,91.47,16,37,10.13,Clouds
420,Praia,CV,14.9215,-23.5087,82.94,69,40,19.57,Clouds
421,Abonnema,NG,4.7084,6.7931,85.62,68,100,6.02,Rain
422,Kokstad,ZA,-30.5472,29.4241,60.73,48,26,7.52,Clouds
423,Elizabeth City,US,36.2946,-76.2511,68.05,67,1,5.99,Clear
424,Dingle,PH,10.9995,122.6711,75.74,92,99,7.47,Clouds
425,Timmins,CA,48.4669,-81.3331,42.62,75,20,4.61,Clouds
426,Tual,ID,-5.6667,132.75,83.05,75,91,6.13,Clouds
427,Nakhon Phanom,TH,17.3333,104.4167,73.11,85,28,6.8,Clouds
428,Jacareacanga,BR,-6.2222,-57.7528,98.17,36,26,2.86,Clouds
429,Hamilton,US,39.1834,-84.5333,55.58,96,90,6.91,Mist
430,Namatanai,PG,-3.6667,152.4333,79.29,82,68,7.92,Rain
431,Dudinka,RU,69.4058,86.1778,16.41,95,100,8.79,Snow
432,Kupang,ID,-10.1667,123.5833,81.01,79,100,6.13,Clouds
433,Ola,RU,59.5833,151.2833,20.7,62,72,11.77,Clouds
434,Uulu,EE,58.2789,24.5774,47.95,75,92,14.63,Clouds
435,Ninh Binh,VN,20.2539,105.975,66.56,92,100,6.82,Clouds
436,Umea,SE,63.8284,20.2597,44.53,100,90,10.36,Fog
437,Tamandare,BR,-8.7597,-35.1047,83.1,56,7,8.32,Clear
438,Zaraza,VE,9.3503,-65.3245,86.67,58,94,5.12,Clouds
439,Chute-Aux-Outardes,CA,49.1168,-68.399,51.4,71,1,9.22,Clear
440,Ixtapa,MX,20.7,-105.2,81.23,85,6,1.01,Clear
441,Tobermory,CA,45.2501,-81.6665,48.31,80,100,17.6,Clouds
442,Vostok,RU,46.4856,135.8833,35.71,69,100,1.95,Clouds
443,Hecun,CN,36.5333,114.1111,60.33,52,95,2.39,Clouds
444,Tynda,RU,55.1667,124.7167,18.73,56,11,2.28,Clouds
445,Boa Vista,BR,2.8197,-60.6733,89.58,55,40,8.05,Clouds
446,Le Mars,US,42.7942,-96.1656,47.86,87,1,4.61,Clear
447,Beaumont,US,30.0861,-94.1019,60.96,57,1,4.61,Clear
448,Morgantown,US,39.6295,-79.9559,55.2,92,90,3.44,Clouds
449,Terney,RU,45.0503,136.6092,46.11,57,98,7.78,Clouds
450,Tucupita,VE,9.0622,-62.051,87.22,59,43,4.32,Clouds
451,Jieshi,CN,22.8134,115.8257,71.94,79,54,11.45,Clouds
452,Tessalit,ML,20.1986,1.0114,98.76,9,33,1.97,Clouds
453,Sabha,LY,27.0377,14.4283,80.51,20,12,7.67,Clouds
454,Ulladulla,AU,-35.35,150.4667,50.9,69,80,4.65,Clouds
455,Koslan,RU,63.4564,48.8989,33.93,94,100,6.4,Clouds
456,Inhambane,MZ,-23.865,35.3833,75.18,64,40,16.11,Clouds
457,Lensk,RU,60.7253,114.9278,28.35,85,100,5.21,Clouds
458,Port Moresby,PG,-9.4431,147.1797,76.42,94,75,2.3,Clouds
459,Lata,PT,40.1629,-8.3327,68.36,72,99,5.39,Rain
460,Husavik,IS,66.0449,-17.3389,39.11,97,100,9.06,Clouds
461,Nizhniy Kuranakh,RU,58.8353,125.4869,10.67,88,20,4.27,Clouds
462,Eirunepe,BR,-6.6603,-69.8736,93.63,45,22,2.84,Clouds
463,Tahoua,NE,14.8888,5.2692,100.38,10,0,11.5,Clear
464,Kalabo,ZM,-14.97,22.6814,87.4,34,41,1.79,Clouds
465,Vangaindrano,MG,-23.35,47.6,70.79,75,57,6.64,Clouds
466,Tura,IN,25.5198,90.2201,66.06,62,0,2.48,Clear
467,La Seyne-Sur-Mer,FR,43.0982,5.8847,58.96,93,100,4.0,Clouds
468,Isangel,VU,-19.55,169.2667,75.31,78,3,2.3,Clear
469,Calama,CL,-22.4667,-68.9333,72.09,10,0,14.97,Clear
470,Sindor,RU,62.8629,51.8905,32.31,98,100,2.73,Clouds
471,Vallenar,CL,-28.5708,-70.7581,78.93,32,0,7.81,Clear
472,Ust-Nera,RU,64.5667,143.2,-7.04,96,99,1.66,Clouds
473,Chichi,NG,7.2721,8.9332,90.23,50,85,4.09,Clouds
474,El Chimbo,HN,14.1333,-87.1167,68.88,88,40,14.97,Clouds
475,Mitsamiouli,KM,-11.3847,43.2844,80.89,78,40,9.22,Clouds
476,Piacabucu,BR,-10.4056,-36.4344,83.64,58,37,10.13,Clouds
477,Vrangel,RU,42.7297,133.0839,53.78,85,100,3.11,Clouds
478,Riyadh,SA,24.6877,46.7219,84.34,29,73,9.98,Clouds
479,Borba,BR,-4.3878,-59.5939,96.49,39,41,3.96,Clouds
480,Tacana,GT,15.2333,-92.0833,56.3,75,43,1.01,Clouds
481,Bardiyah,LY,31.7561,25.0865,74.95,54,36,9.37,Clouds
482,Bilma,NE,18.6853,12.9164,96.31,11,14,9.84,Clouds
483,Mareeba,AU,-17.0,145.4333,72.32,95,25,1.7,Clouds
484,Ust-Uda,RU,54.1742,103.0304,31.75,79,98,5.17,Clouds
485,Mahbubabad,IN,17.6167,80.0167,75.88,86,28,1.43,Clouds
486,Ravar,IR,31.2656,56.8055,67.44,21,0,2.64,Clear
487,Tabory,RU,58.5198,64.5495,27.46,97,100,4.65,Snow
488,Katsuura,JP,35.1333,140.3,60.91,60,6,4.63,Clear
489,Aklavik,CA,68.2191,-135.0107,17.6,93,90,5.75,Fog
490,Ossora,RU,59.2353,163.0719,16.56,91,58,4.54,Clouds
491,Dunedin,NZ,-45.8742,170.5036,59.81,90,0,11.01,Clear
492,Talaya,RU,61.3833,152.75,5.31,97,100,4.68,Clouds
493,Eureka,US,40.8021,-124.1637,59.67,95,93,3.85,Clouds
494,Morden,CA,49.1919,-98.1014,41.43,87,100,11.5,Clouds
495,Tiarei,PF,-17.5333,-149.3333,75.22,76,13,16.64,Clouds
496,San Vicente,AR,-26.6167,-54.1333,81.14,51,100,4.0,Clouds
497,Ilanskiy,RU,56.2358,96.065,38.84,62,100,10.78,Clouds
498,Mildura,AU,-34.2,142.15,53.56,54,0,6.91,Clear
499,Turkistan,KZ,43.0,68.0,51.78,49,100,7.65,Clouds
500,Praia Da Vitoria,PT,38.7333,-27.0667,75.45,88,40,16.89,Clouds
501,Arawa,PG,-6.2132,155.5367,76.95,89,97,3.38,Clouds
502,Raudeberg,NO,61.9875,5.1352,54.19,65,67,5.01,Clouds
503,Novooleksiyivka,UA,46.2269,34.6428,49.93,77,0,15.97,Clear
504,Zalantun,CN,48.0,122.7167,28.89,43,77,9.13,Clouds
505,Lubao,PH,14.9167,120.55,82.42,79,43,4.7,Clouds
506,Honningsvag,NO,70.9821,25.9704,42.04,68,71,8.84,Clouds
507,Buluang,PH,13.3068,123.3425,75.92,90,49,4.7,Clouds
508,Agoura Hills,US,34.1364,-118.7745,66.69,70,0,3.22,Clear
509,Port-De-Bouc,FR,43.4,4.9833,60.58,94,75,23.02,Mist
510,Khudumelapye,BW,-23.8833,24.75,89.53,15,2,16.2,Clear
511,Belfast,GB,54.5833,-5.9333,52.12,72,20,13.8,Clouds
512,Hirara,JP,24.8,125.2833,76.6,70,71,11.97,Clouds
513,Sur,OM,22.5667,59.5289,81.43,62,28,10.56,Clouds
514,Nova Vicosa,BR,-17.8919,-39.3719,80.64,66,57,7.11,Clouds
515,Hanstholm,DK,57.1167,8.6167,52.75,89,100,24.76,Rain
516,Toumodi,CI,6.5613,-5.0158,88.3,58,100,2.73,Clouds
517,Dzaoudzi,YT,-12.7887,45.2699,80.49,65,0,5.75,Clear
518,Joshimath,IN,30.5667,79.5667,51.22,44,0,5.82,Clear
519,Zhezkazgan,KZ,47.8043,67.7144,43.59,57,100,8.99,Clouds
520,Deputatskiy,RU,69.3,139.9,-7.47,99,98,5.77,Clouds
521,El Limon,VE,10.3059,-67.6321,80.82,66,80,2.06,Clouds
522,Preobrazheniye,RU,42.9019,133.9064,51.8,87,100,6.42,Clouds
523,Camacha,PT,33.0833,-16.3333,76.53,73,40,11.5,Clouds
524,Vila Franca Do Campo,PT,37.7167,-25.4333,76.19,89,88,16.91,Clouds
525,Pangody,RU,65.85,74.4859,14.27,93,100,16.78,Snow
526,Christchurch,NZ,-43.5333,172.6333,61.95,75,0,1.99,Clear
527,Manaure,CO,11.7751,-72.4445,84.15,64,99,3.69,Clouds
528,Carballo,ES,43.213,-8.691,65.55,82,100,7.0,Clouds
529,Hualmay,PE,-11.0964,-77.6139,66.33,77,56,6.51,Clouds
530,Saint-Louis,SN,16.3333,-15.0,96.44,22,39,16.33,Clouds
531,Oranjestad,AW,12.524,-70.027,85.95,70,40,19.57,Clouds
532,Hayden,US,47.766,-116.7866,32.4,96,1,6.91,Clear
533,Langsa,ID,4.4683,97.9683,75.87,92,95,2.44,Clouds
534,Colares,PT,38.7992,-9.4469,68.99,88,75,3.0,Fog
535,Kudahuvadhoo,MV,2.6708,72.8944,82.92,75,22,12.68,Clouds
536,Kaka,TM,37.3482,59.6143,62.4,31,100,8.01,Clouds
537,Neyshabur,IR,36.2133,58.7958,63.1,28,93,5.26,Clouds
538,Matamoros,MX,25.5333,-103.25,66.38,19,0,1.5,Clear
539,Plaster Rock,CA,46.9065,-67.39,39.15,61,35,4.85,Clouds
540,Bure,ET,10.7,37.0667,62.13,71,58,2.06,Clouds
541,Kamenskiy,RU,50.8855,45.488,44.64,68,82,8.14,Clouds
542,Mo I Rana,NO,66.3128,14.1428,45.32,95,75,2.3,Rain
543,Svetlogorsk,BY,52.6333,29.7333,49.8,65,6,8.55,Clear
544,San Cristobal,VE,7.7669,-72.225,80.78,76,100,3.6,Clouds
545,Tarabha,IN,20.7333,83.65,76.86,73,59,2.28,Clouds
546,Salym,RU,60.0625,71.4789,22.78,95,100,3.71,Snow
547,Peniche,PT,39.3558,-9.3811,70.61,94,100,9.26,Rain
548,Sambava,MG,-14.2667,50.1667,76.28,82,15,10.85,Clouds
549,Soyo,AO,-6.1349,12.3689,80.13,79,95,13.49,Clouds
550,Martapura,ID,-3.4167,114.85,75.29,100,90,2.3,Clouds
551,Craig,US,40.5153,-107.5464,41.54,93,1,0.0,Clear
552,Singarayakonda,IN,15.25,80.0333,81.57,81,100,7.2,Clouds
553,Fairbanks,US,64.8378,-147.7164,28.09,88,75,9.22,Clouds
554,Keetmanshoop,NA,-26.5833,18.1333,85.12,13,0,2.28,Clear
555,Sobreira,PT,41.5237,-7.8023,61.59,85,99,5.55,Clouds
556,Port Blair,IN,11.6667,92.75,81.7,79,93,3.42,Clouds
557,Manoel Urbano,BR,-8.8389,-69.2597,97.27,34,18,2.55,Clouds
558,Qaqortoq,GL,60.7167,-46.0333,32.5,76,67,3.49,Clouds
559,Xingyi,CN,24.1877,102.817,57.0,98,75,3.49,Clouds
560,Alugan,PH,12.2188,125.4808,80.28,83,99,15.55,Clouds
561,Ballina,AU,-28.8667,153.5667,67.78,97,100,9.4,Clouds
562,Te Anau,NZ,-45.4167,167.7167,46.67,91,67,7.18,Clouds
563,San-Pedro,CI,4.7485,-6.6363,82.13,75,94,7.16,Rain
564,Alta Floresta,BR,-9.8756,-56.0861,89.42,62,0,2.3,Clear
565,Camocim,BR,-2.9022,-40.8411,85.06,61,42,14.5,Clouds
566,Karratha,AU,-20.7377,116.8463,73.99,62,0,11.43,Clear
567,Strezhevoy,RU,60.7333,77.5889,17.58,88,100,12.15,Clouds
568,Boende,CD,-0.2167,20.8667,81.81,76,87,2.93,Clouds
569,Salinopolis,BR,-0.6136,-47.3561,83.93,72,28,7.4,Clouds
570,Rovaniemi,FI,66.5,25.7167,40.41,100,90,12.66,Drizzle
571,Tatawin,TN,32.9297,10.4518,83.28,24,87,16.64,Clouds
572,Wajid,SO,3.8093,43.2471,89.8,30,73,10.16,Clouds
573,Chapais,CA,49.7834,-74.8492,44.38,53,99,7.58,Clouds
574,Dawei,MM,14.0833,98.2,77.5,91,99,3.18,Clouds
575,Chengde,CN,40.9725,117.9361,50.49,47,99,2.77,Clouds
576,Tres Lagoas,BR,-20.7511,-51.6783,89.74,44,30,6.62,Clouds
577,Tigil,RU,57.8,158.6667,25.16,91,100,5.5,Clouds
578,East Palo Alto,US,37.4688,-122.1411,60.91,92,75,4.61,Clouds
579,Pahrump,US,36.2083,-115.9839,67.17,33,0,6.33,Clear
580,Consett,GB,54.854,-1.8316,50.97,76,67,13.56,Clouds
581,Gemena,CD,3.25,19.7667,84.58,63,86,3.24,Clouds
582,Baykit,RU,61.67,96.37,18.03,86,98,9.26,Clouds
583,Belogorsk,RU,50.9158,128.4611,26.62,49,0,8.84,Clear
584,Maningrida,AU,-12.0667,134.2667,81.59,68,100,7.49,Clouds
585,Road Town,VG,18.4167,-64.6167,86.04,66,20,10.36,Clouds
586,Wad Madani,SD,14.4012,33.5199,97.43,17,32,7.94,Clouds
587,Balkhash,KZ,46.844,74.9804,44.37,72,100,7.38,Clouds
588,Wufeng,CN,27.45,104.8333,45.82,97,100,3.67,Clouds
589,Owando,CG,-0.4819,15.8999,81.95,69,98,1.03,Clouds
590,Kimbe,PG,-5.5502,150.1429,76.26,92,82,4.25,Clouds
591,Biloela,AU,-24.4167,150.5,75.69,70,94,0.27,Clouds
592,Kalaleh,IR,37.3807,55.4916,60.4,67,90,0.0,Clouds
593,Naze,JP,28.3667,129.4833,68.04,77,7,7.47,Clear
594,Santa Maria,BR,-29.6842,-53.8069,83.5,54,20,8.05,Clouds
595,Komsomolskiy,UZ,40.4272,71.7189,47.62,57,0,4.61,Clear
596,Beloha,MG,-25.1667,45.05,69.26,67,94,20.42,Clouds
597,Saraland,US,30.8207,-88.0706,63.3,59,95,7.94,Clouds
598,Juneau,US,58.3019,-134.4197,41.22,91,90,11.5,Rain
599,Cuamba,MZ,-14.8031,36.5372,93.06,19,6,3.71,Clear
600,North Bend,US,43.4065,-124.2243,52.07,93,90,5.75,Clouds
601,Port-Gentil,GA,-0.7193,8.7815,84.16,74,40,17.27,Rain
602,Chapayevka,UA,47.4711,36.3451,49.42,55,0,8.23,Clear
603,Matagami,CA,49.7502,-77.6328,35.71,93,1,2.3,Clear
604,Wajima,JP,37.4,136.9,60.91,65,100,6.6,Clouds
605,Luganville,VU,-15.5333,167.1667,78.57,79,6,5.1,Clear
606,Naron,ES,43.5167,-8.1528,66.69,77,100,9.1,Clouds
607,Sechura,PE,-5.5569,-80.8222,73.11,61,57,6.55,Clouds
608,Athabasca,CA,54.7169,-113.2854,24.62,58,90,9.8,Clouds
609,Hvolsvollur,IS,63.7533,-20.2243,45.27,74,91,5.32,Clouds
610,Grindavik,IS,63.8424,-22.4338,46.35,76,20,6.91,Clouds
611,Kuytun,RU,54.3419,101.5036,30.76,78,92,2.08,Clouds
612,Portland,US,45.5234,-122.6762,52.38,63,1,1.01,Clear
613,Emerald,AU,-23.5333,148.1667,82.54,36,40,6.91,Clouds
614,Shubarkuduk,KZ,49.1447,56.4872,45.18,72,74,8.5,Clouds
615,Mahibadhoo,MV,3.7833,72.9667,82.71,71,69,13.02,Clouds
616,Seddon,AU,-37.8068,144.8916,52.72,84,0,5.75,Clear
617,Mkushi,ZM,-13.6202,29.3939,91.78,15,26,10.89,Clouds
618,Tshela,CD,-4.9833,12.9333,83.44,72,82,4.65,Rain
619,Vanimo,PG,-2.6741,141.3028,79.3,86,72,3.24,Clouds
620,Mayo,US,38.8876,-76.5119,62.58,84,20,5.01,Clouds
621,Samarai,PG,-10.6167,150.6667,81.61,82,30,10.4,Clouds
622,Tyulgan,RU,52.3405,56.166,40.15,72,100,14.45,Clouds
623,Plettenberg Bay,ZA,-34.0527,23.3716,65.71,75,3,5.68,Clear
624,Shar,KZ,49.5886,81.0453,40.75,36,100,5.79,Clouds
625,Griffith,US,41.5284,-87.4237,56.39,87,90,1.01,Clouds
626,Goroka,PG,-6.0834,145.3873,59.36,97,95,1.39,Clouds
627,Aginskoye,RU,51.1,114.53,24.12,31,10,3.53,Clear
628,Tomatlan,MX,19.9333,-105.25,78.6,76,9,3.29,Clear
629,Hervey Bay,AU,-25.2986,152.8535,77.04,85,78,9.35,Clouds
630,Turia,RO,46.0333,26.05,55.09,60,0,3.56,Clear
631,Kashan,IR,33.9831,51.4364,69.85,37,94,3.15,Clouds
632,Shintomi,JP,32.0785,131.4723,60.55,93,100,8.59,Clouds
633,Teya,RU,60.3778,92.6267,20.57,83,100,12.59,Clouds
634,Porto Novo,BJ,6.4965,2.6036,87.62,63,100,9.08,Clouds
635,Manadhoo,MV,5.7667,73.3833,81.75,72,89,8.43,Clouds
636,Hohhot,CN,40.8106,111.6522,39.49,38,0,8.95,Clear
637,Brokopondo,SR,4.75,-55.1667,83.79,68,24,1.83,Clouds
638,Itarantim,BR,-15.6597,-40.0656,83.79,53,84,4.56,Clouds
639,Doha,QA,25.2867,51.5333,85.98,66,20,8.05,Clouds
640,Oranjemund,NA,-28.55,16.4333,68.09,66,4,16.73,Clear
641,Malaryta,BY,51.7905,24.074,55.92,54,11,10.42,Clouds
642,Oriximina,BR,-1.7656,-55.8661,93.96,44,23,4.88,Clouds
643,Aboso,GH,5.3617,-1.9473,85.14,68,99,6.49,Rain
644,Guapiacu,BR,-20.795,-49.2203,88.09,37,40,4.61,Clouds
645,Pochutla,MX,15.7432,-96.4661,81.82,74,100,4.59,Clouds
646,Netarhat,IN,23.4833,84.2667,57.42,82,48,1.32,Clouds
647,Omboue,GA,-1.5746,9.2618,78.46,87,100,10.09,Rain
648,Kargasok,RU,59.0556,80.8572,22.68,72,41,12.88,Clouds
649,San Carlos,VE,9.6612,-68.5827,75.2,94,100,1.68,Clouds
650,Hoquiam,US,46.9809,-123.8893,45.0,58,1,8.05,Clear
651,Sasykoli,RU,47.5515,46.9968,46.35,61,0,4.59,Clear
652,Lasa,IT,46.6166,10.7002,49.08,61,100,5.66,Clouds
653,Sarvar,HU,47.2539,16.9352,57.06,55,0,13.82,Clear
654,Nanpiao,CN,41.0982,120.7479,52.43,67,100,12.82,Clouds
655,Burnie,AU,-41.0667,145.9167,47.95,88,91,9.8,Clouds
656,Tsiroanomandidy,MG,-18.7667,46.0333,79.95,36,17,9.15,Clouds
657,Monterey,US,36.2505,-121.2516,52.0,1,4,3.62,Clear
658,Mayumba,GA,-3.432,10.6554,79.59,83,95,11.12,Rain
659,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,58,40,18.41,Clouds
660,Saint-Felicien,CA,48.6501,-72.4491,41.68,81,75,3.44,Clouds
661,Lisakovsk,KZ,52.5369,62.4936,40.46,77,100,21.27,Rain
662,Mazatlan,MX,23.2167,-106.4167,78.91,85,0,1.01,Clear
663,Tyret Pervaya,RU,53.6703,102.3106,31.26,83,90,4.43,Clouds
664,Sidi Ali,DZ,36.0998,0.4206,70.56,56,76,13.44,Clouds
665,Antalaha,MG,-14.9003,50.2788,75.99,79,5,11.25,Clear
666,Otavi,NA,-19.65,17.3333,91.13,16,47,7.85,Clouds
667,Bengkulu,ID,-3.8004,102.2655,78.42,89,100,5.21,Rain
668,Wattegama,LK,6.7989,81.4808,74.32,92,98,3.67,Clouds
669,Borger,NL,52.9233,6.7931,56.98,86,100,19.37,Clouds
670,Bowen,AU,-20.0167,148.2333,73.62,82,1,6.67,Clear
671,Sokolo,ML,14.7328,-6.1219,93.49,22,100,11.23,Clouds
672,Hay River,CA,60.8156,-115.7999,30.18,86,75,12.66,Clouds
673,Cloquet,US,46.7216,-92.4594,46.38,98,90,3.44,Clouds
674,Winnemucca,US,40.973,-117.7357,37.45,93,1,4.61,Clear
675,Khandyga,RU,62.6667,135.6,-2.49,100,100,0.69,Clouds
676,Madang,PG,-5.2246,145.7966,78.98,88,99,6.55,Clouds
677,Tarsus,TR,36.9188,34.8784,75.58,50,84,3.31,Clouds
678,Maltahohe,NA,-24.8333,16.9833,87.96,4,0,20.38,Clear
679,Kondinskoye,RU,59.6481,67.41,25.05,96,100,6.08,Snow
